ID,Response,Video,Model_Response
8470917.0,0.32,machine,0.90
8470917.0,0.92,ball,0.90
8470917.0,0.73,sleep,0.95
8470917.0,0.6,couple,0.80
8470946.0,1.0,point,0.70
8470946.0,1.0,sunglasses,0.85
8470946.0,1.0,clap,0.15
8470946.0,0.8,see,0.70
8470946.0,0.67,sleep,0.95
8470946.0,0.49,couple,0.80
8470946.0,0.5,beg,0.30
8470946.0,1.0,meet,0.10
8470946.0,1.0,smoke,0.10
8470946.0,1.0,gentlemen,0.10
8470946.0,1.0,ball,0.90
8470946.0,1.0,hospital,0.85
8470946.0,0.99,risk,0.20
8470946.0,1.0,planning,0.60
8470946.0,1.0,plan,0.80
8470946.0,1.0,machine,0.90
8470946.0,1.0,good,0.00
8470946.0,0.14,ready,0.05
8470946.0,0.75,please,0.30
8470946.0,1.0,bomb,0.05
8470946.0,0.29,convinced,0.40
8471077.0,0.59,please,0.30
8471077.0,0.81,machine,0.90
8471077.0,0.78,risk,0.20
8471077.0,0.8,sleep,0.95
8471077.0,0.22,ready,0.05
8471077.0,0.43,good,0.00
8471077.0,0.33,beg,0.30
8471077.0,0.56,planning,0.60
8471077.0,0.93,clap,0.15
8471077.0,0.89,plan,0.80
8471077.0,0.91,ball,0.90
8471077.0,0.31,couple,0.80
8471077.0,0.9500000000000001,bomb,0.05
8471077.0,0.9400000000000001,point,0.70
8471077.0,0.87,gentlemen,0.10
8471077.0,0.78,see,0.70
8471077.0,0.93,meet,0.10
8471077.0,1.0,hospital,0.85
8471077.0,0.92,smoke,0.10
8471077.0,0.53,convinced,0.40
8471077.0,0.99,sunglasses,0.85
8475335.0,0.66,point,0.70
8475335.0,0.99,machine,0.90
8475335.0,0.39,please,0.30
8475335.0,0.97,smoke,0.10
8475335.0,0.86,gentlemen,0.10
8475335.0,0.98,hospital,0.85
8475335.0,0.01,ready,0.05
8475335.0,0.8300000000000001,beg,0.30
8475335.0,0.81,planning,0.60
8475335.0,0.98,ball,0.90
8475335.0,0.02,good,0.00
8475335.0,0.06,plan,0.80
8475335.0,0.98,sleep,0.95
8475335.0,0.63,sunglasses,0.85
8475335.0,0.02,see,0.70
8475335.0,0.99,clap,0.15
8475335.0,0.67,risk,0.20
8475335.0,0.73,meet,0.10
8475335.0,0.02,couple,0.80
8475335.0,0.05,convinced,0.40
8475335.0,0.98,bomb,0.05
8475359.0,0.99,ball,0.90
8475359.0,0.99,smoke,0.10
8475359.0,0.63,please,0.30
8475359.0,0.27,couple,0.80
8475359.0,0.99,gentlemen,0.10
8475359.0,0.77,sleep,0.95
8475359.0,0.98,hospital,0.85
8475359.0,0.99,see,0.70
8475359.0,0.68,convinced,0.40
8475359.0,0.99,point,0.70
8475359.0,0.98,plan,0.80
8475359.0,0.98,beg,0.30
8475359.0,0.98,sunglasses,0.85
8475359.0,0.98,clap,0.15
8475359.0,0.97,good,0.00
8475359.0,0.97,bomb,0.05
8475359.0,0.97,planning,0.60
8475359.0,0.02,ready,0.05
8475359.0,0.99,machine,0.90
8475359.0,0.97,risk,0.20
8475359.0,0.98,meet,0.10
8475362.0,0.76,please,0.30
8475362.0,0.87,sleep,0.95
8475362.0,0.06,good,0.00
8475362.0,0.87,risk,0.20
8475362.0,0.98,hospital,0.85
8475362.0,0.96,ball,0.90
8475362.0,0.87,gentlemen,0.10
8475362.0,0.93,see,0.70
8475362.0,0.06,couple,0.80
8475362.0,0.4,beg,0.30
8475362.0,0.72,plan,0.80
8475362.0,0.97,bomb,0.05
8475362.0,0.96,smoke,0.10
8475362.0,0.06,ready,0.05
8475362.0,0.4,convinced,0.40
8475362.0,0.64,planning,0.60
8475362.0,0.96,machine,0.90
8475362.0,0.74,meet,0.10
8475362.0,0.6900000000000001,sunglasses,0.85
8475362.0,0.63,point,0.70
8475362.0,0.75,clap,0.15
8475364.0,0.42,beg,0.30
8475364.0,0.74,planning,0.60
8475364.0,0.56,see,0.70
8475364.0,0.97,hospital,0.85
8475364.0,0.67,please,0.30
8475364.0,0.55,convinced,0.40
8475364.0,0.77,sleep,0.95
8475364.0,0.99,machine,0.90
8475364.0,0.98,smoke,0.10
8475364.0,0.63,couple,0.80
8475364.0,0.93,point,0.70
8475364.0,0.17,good,0.00
8475364.0,0.91,clap,0.15
8475364.0,0.85,risk,0.20
8475364.0,0.9,sunglasses,0.85
8475364.0,0.8,meet,0.10
8475364.0,0.07,ready,0.05
8475364.0,0.98,bomb,0.05
8475364.0,0.62,plan,0.80
8475364.0,0.9400000000000001,gentlemen,0.10
8475364.0,0.97,ball,0.90
8475384.0,0.89,sleep,0.95
8475384.0,0.19,ready,0.05
8475384.0,0.71,risk,0.20
8475384.0,0.7000000000000001,sunglasses,0.85
8475384.0,0.9,smoke,0.10
8475384.0,0.08,couple,0.80
8475384.0,0.77,see,0.70
8475384.0,0.93,hospital,0.85
8475384.0,0.2,please,0.30
8475384.0,0.27,planning,0.60
8475384.0,0.08,beg,0.30
8475384.0,1.0,bomb,0.05
8475384.0,0.98,ball,0.90
8475384.0,0.5700000000000001,gentlemen,0.10
8475384.0,0.71,meet,0.10
8475384.0,0.81,clap,0.15
8475384.0,0.6,convinced,0.40
8475384.0,1.0,machine,0.90
8475384.0,0.79,plan,0.80
8475384.0,0.6,point,0.70
8475384.0,0.5700000000000001,good,0.00
8475378.0,0.76,planning,0.60
8475378.0,1.0,bomb,0.05
8475378.0,1.0,machine,0.90
8475378.0,0.98,plan,0.80
8475378.0,0.78,beg,0.30
8475378.0,1.0,hospital,0.85
8475378.0,1.0,point,0.70
8475378.0,0.9,good,0.00
8475378.0,1.0,clap,0.15
8475378.0,1.0,gentlemen,0.10
8475378.0,0.91,couple,0.80
8475378.0,1.0,smoke,0.10
8475378.0,1.0,sleep,0.95
8475378.0,0.16,ready,0.05
8475378.0,1.0,sunglasses,0.85
8475378.0,1.0,ball,0.90
8475378.0,1.0,see,0.70
8475378.0,0.92,please,0.30
8475378.0,0.34,convinced,0.40
8475378.0,1.0,risk,0.20
8475378.0,1.0,meet,0.10
8475397.0,0.2,couple,0.80
8475397.0,1.0,machine,0.90
8475397.0,0.64,risk,0.20
8475397.0,0.37,convinced,0.40
8475397.0,0.03,good,0.00
8475397.0,0.99,sunglasses,0.85
8475397.0,0.96,clap,0.15
8475397.0,0.98,hospital,0.85
8475397.0,0.03,ready,0.05
8475397.0,0.27,plan,0.80
8475397.0,0.84,meet,0.10
8475397.0,0.91,see,0.70
8475397.0,0.97,point,0.70
8475397.0,0.97,ball,0.90
8475397.0,0.97,gentlemen,0.10
8475397.0,0.63,please,0.30
8475397.0,0.84,sleep,0.95
8475397.0,0.97,planning,0.60
8475397.0,0.37,beg,0.30
8475397.0,0.97,smoke,0.10
8475397.0,0.98,bomb,0.05
8475413.0,0.97,plan,0.80
8475413.0,0.0,couple,0.80
8475413.0,1.0,hospital,0.85
8475413.0,0.77,point,0.70
8475413.0,1.0,ball,0.90
8475413.0,1.0,risk,0.20
8475413.0,0.7000000000000001,meet,0.10
8475413.0,0.98,smoke,0.10
8475413.0,0.7000000000000001,machine,0.90
8475413.0,0.71,sunglasses,0.85
8475413.0,1.0,bomb,0.05
8475413.0,0.23,good,0.00
8475413.0,1.0,clap,0.15
8475413.0,0.14,convinced,0.40
8475413.0,1.0,gentlemen,0.10
8475413.0,0.0,ready,0.05
8475413.0,0.87,sleep,0.95
8475413.0,0.62,please,0.30
8475413.0,0.63,beg,0.30
8475413.0,0.66,planning,0.60
8475413.0,1.0,see,0.70
8475421.0,0.5700000000000001,see,0.70
8475421.0,1.0,bomb,0.05
8475421.0,0.0,couple,0.80
8475421.0,0.27,planning,0.60
8475421.0,0.8300000000000001,sunglasses,0.85
8475421.0,1.0,gentlemen,0.10
8475421.0,0.59,point,0.70
8475421.0,0.4,please,0.30
8475421.0,0.8200000000000001,hospital,0.85
8475421.0,0.15,ready,0.05
8475421.0,1.0,smoke,0.10
8475421.0,0.8200000000000001,risk,0.20
8475421.0,0.76,good,0.00
8475421.0,1.0,clap,0.15
8475421.0,0.84,sleep,0.95
8475421.0,0.67,meet,0.10
8475421.0,0.3,beg,0.30
8475421.0,0.58,convinced,0.40
8475421.0,0.6900000000000001,plan,0.80
8475421.0,0.9,ball,0.90
8475421.0,0.36,machine,0.90
8475440.0,0.01,ready,0.05
8475440.0,0.99,smoke,0.10
8475440.0,0.79,sunglasses,0.85
8475440.0,0.41000000000000003,couple,0.80
8475440.0,0.87,gentlemen,0.10
8475440.0,0.8300000000000001,risk,0.20
8475440.0,0.97,machine,0.90
8475440.0,0.97,point,0.70
8475440.0,0.39,good,0.00
8475440.0,0.36,please,0.30
8475440.0,0.97,sleep,0.95
8475440.0,0.98,clap,0.15
8475440.0,0.75,bomb,0.05
8475440.0,0.39,beg,0.30
8475440.0,0.64,see,0.70
8475440.0,0.81,meet,0.10
8475440.0,0.98,hospital,0.85
8475440.0,0.71,convinced,0.40
8475440.0,0.85,planning,0.60
8475440.0,0.97,ball,0.90
8475440.0,0.29,plan,0.80
8475393.0,1.0,ball,0.90
8475393.0,1.0,clap,0.15
8475393.0,0.96,hospital,0.85
8475393.0,1.0,smoke,0.10
8475393.0,0.6,please,0.30
8475393.0,0.89,machine,0.90
8475393.0,0.9,sunglasses,0.85
8475393.0,0.72,planning,0.60
8475393.0,0.87,gentlemen,0.10
8475393.0,0.79,sleep,0.95
8475393.0,0.96,see,0.70
8475393.0,0.9400000000000001,meet,0.10
8475393.0,0.71,convinced,0.40
8475393.0,0.79,point,0.70
8475393.0,0.61,couple,0.80
8475393.0,0.37,ready,0.05
8475393.0,0.37,beg,0.30
8475393.0,0.68,good,0.00
8475393.0,0.8200000000000001,bomb,0.05
8475393.0,0.93,risk,0.20
8475393.0,0.8300000000000001,plan,0.80
8475496.0,0.86,smoke,0.10
8475496.0,0.5700000000000001,planning,0.60
8475496.0,0.89,plan,0.80
8475496.0,0.89,see,0.70
8475496.0,0.06,couple,0.80
8475496.0,0.23,beg,0.30
8475496.0,0.54,please,0.30
8475496.0,0.64,good,0.00
8475496.0,0.04,ready,0.05
8475496.0,0.47000000000000003,sleep,0.95
8475496.0,0.93,risk,0.20
8475496.0,0.72,meet,0.10
8475496.0,0.65,point,0.70
8475496.0,0.09,convinced,0.40
8475496.0,0.97,ball,0.90
8475496.0,0.98,bomb,0.05
8475496.0,0.81,gentlemen,0.10
8475496.0,0.98,machine,0.90
8475496.0,0.96,clap,0.15
8475496.0,0.99,hospital,0.85
8475496.0,0.8,sunglasses,0.85
8475535.0,0.92,smoke,0.10
8475535.0,0.91,meet,0.10
8475535.0,0.87,planning,0.60
8475535.0,0.59,sunglasses,0.85
8475535.0,0.8300000000000001,sleep,0.95
8475535.0,0.77,point,0.70
8475535.0,0.96,plan,0.80
8475535.0,0.04,ready,0.05
8475535.0,0.03,beg,0.30
8475535.0,0.02,good,0.00
8475535.0,0.9400000000000001,see,0.70
8475535.0,0.29,convinced,0.40
8475535.0,1.0,hospital,0.85
8475535.0,0.65,couple,0.80
8475535.0,1.0,machine,0.90
8475535.0,1.0,bomb,0.05
8475535.0,1.0,please,0.30
8475535.0,0.99,ball,0.90
8475535.0,1.0,gentlemen,0.10
8475535.0,1.0,clap,0.15
8475535.0,0.8,risk,0.20
8475893.0,1.0,ball,0.90
8475893.0,0.78,couple,0.80
8475893.0,0.61,risk,0.20
8475893.0,0.24,please,0.30
8475893.0,0.0,good,0.00
8475893.0,0.87,point,0.70
8475893.0,1.0,clap,0.15
8475893.0,0.58,planning,0.60
8475893.0,1.0,bomb,0.05
8475893.0,0.74,beg,0.30
8475893.0,0.93,sunglasses,0.85
8475893.0,0.85,meet,0.10
8475893.0,1.0,machine,0.90
8475893.0,1.0,hospital,0.85
8475893.0,1.0,smoke,0.10
8475893.0,0.68,plan,0.80
8475893.0,0.0,ready,0.05
8475893.0,1.0,gentlemen,0.10
8475893.0,1.0,sleep,0.95
8475893.0,1.0,see,0.70
8475893.0,0.4,convinced,0.40
8475927.0,0.96,meet,0.10
8475927.0,0.11,beg,0.30
8475927.0,0.98,smoke,0.10
8475927.0,0.71,sleep,0.95
8475927.0,0.98,ball,0.90
8475927.0,0.89,convinced,0.40
8475927.0,0.98,clap,0.15
8475927.0,0.97,machine,0.90
8475927.0,0.37,good,0.00
8475927.0,0.97,planning,0.60
8475927.0,0.93,gentlemen,0.10
8475927.0,0.9400000000000001,see,0.70
8475927.0,0.08,ready,0.05
8475927.0,0.77,point,0.70
8475927.0,0.64,plan,0.80
8475927.0,0.96,hospital,0.85
8475927.0,0.77,risk,0.20
8475927.0,0.16,couple,0.80
8475927.0,0.96,bomb,0.05
8475927.0,0.91,please,0.30
8475927.0,0.8300000000000001,sunglasses,0.85
8476021.0,1.0,smoke,0.10
8476021.0,0.03,couple,0.80
8476021.0,0.97,machine,0.90
8476021.0,0.98,planning,0.60
8476021.0,0.6900000000000001,convinced,0.40
8476021.0,0.56,please,0.30
8476021.0,1.0,clap,0.15
8476021.0,0.01,beg,0.30
8476021.0,0.01,good,0.00
8476021.0,1.0,meet,0.10
8476021.0,0.19,sleep,0.95
8476021.0,0.98,bomb,0.05
8476021.0,0.97,gentlemen,0.10
8476021.0,0.0,plan,0.80
8476021.0,0.68,see,0.70
8476021.0,0.98,sunglasses,0.85
8476021.0,0.98,point,0.70
8476021.0,0.98,ball,0.90
8476021.0,0.98,risk,0.20
8476021.0,0.02,ready,0.05
8476021.0,0.98,hospital,0.85
8476029.0,0.7000000000000001,smoke,0.10
8476029.0,0.97,ball,0.90
8476029.0,0.38,sleep,0.95
8476029.0,0.12,good,0.00
8476029.0,0.13,convinced,0.40
8476029.0,0.89,risk,0.20
8476029.0,0.42,sunglasses,0.85
8476029.0,0.8,clap,0.15
8476029.0,0.92,plan,0.80
8476029.0,0.72,point,0.70
8476029.0,0.12,ready,0.05
8476029.0,1.0,gentlemen,0.10
8476029.0,0.88,meet,0.10
8476029.0,0.97,hospital,0.85
8476029.0,0.72,please,0.30
8476029.0,0.9500000000000001,see,0.70
8476029.0,0.85,bomb,0.05
8476029.0,0.62,beg,0.30
8476029.0,0.12,couple,0.80
8476029.0,0.89,planning,0.60
8476029.0,0.9,machine,0.90
8476030.0,0.8,clap,0.15
8476030.0,0.13,good,0.00
8476030.0,0.53,point,0.70
8476030.0,0.54,meet,0.10
8476030.0,0.14,beg,0.30
8476030.0,1.0,bomb,0.05
8476030.0,1.0,hospital,0.85
8476030.0,0.38,sunglasses,0.85
8476030.0,0.0,ready,0.05
8476030.0,1.0,ball,0.90
8476030.0,0.19,plan,0.80
8476030.0,0.24,couple,0.80
8476030.0,0.7000000000000001,sleep,0.95
8476030.0,0.17,please,0.30
8476030.0,0.6,see,0.70
8476030.0,0.88,gentlemen,0.10
8476030.0,0.73,convinced,0.40
8476030.0,1.0,machine,0.90
8476030.0,0.63,planning,0.60
8476030.0,0.79,smoke,0.10
8476030.0,0.35000000000000003,risk,0.20
8476043.0,0.09,please,0.30
8476043.0,0.89,planning,0.60
8476043.0,0.93,smoke,0.10
8476043.0,1.0,convinced,0.40
8476043.0,0.13,good,0.00
8476043.0,0.97,couple,0.80
8476043.0,0.85,risk,0.20
8476043.0,0.98,ball,0.90
8476043.0,0.0,ready,0.05
8476043.0,1.0,hospital,0.85
8476043.0,1.0,sleep,0.95
8476043.0,1.0,see,0.70
8476043.0,0.97,point,0.70
8476043.0,0.56,sunglasses,0.85
8476043.0,1.0,machine,0.90
8476043.0,0.97,bomb,0.05
8476043.0,0.7000000000000001,beg,0.30
8476043.0,0.04,plan,0.80
8476043.0,0.99,gentlemen,0.10
8476043.0,1.0,meet,0.10
8476043.0,1.0,clap,0.15
8476061.0,0.75,meet,0.10
8476061.0,0.33,sleep,0.95
8476061.0,0.99,clap,0.15
8476061.0,0.02,good,0.00
8476061.0,0.97,planning,0.60
8476061.0,0.01,ready,0.05
8476061.0,0.97,machine,0.90
8476061.0,1.0,ball,0.90
8476061.0,0.04,beg,0.30
8476061.0,0.01,couple,0.80
8476061.0,0.99,plan,0.80
8476061.0,0.61,sunglasses,0.85
8476061.0,0.99,gentlemen,0.10
8476061.0,0.99,bomb,0.05
8476061.0,0.97,convinced,0.40
8476061.0,0.02,point,0.70
8476061.0,0.98,hospital,0.85
8476061.0,0.98,risk,0.20
8476061.0,0.99,smoke,0.10
8476061.0,0.96,please,0.30
8476061.0,0.97,see,0.70
8476750.0,0.9500000000000001,gentlemen,0.10
8476750.0,0.98,machine,0.90
8476750.0,0.84,risk,0.20
8476750.0,0.76,planning,0.60
8476750.0,0.23,couple,0.80
8476750.0,0.98,bomb,0.05
8476750.0,0.99,sunglasses,0.85
8476750.0,0.91,see,0.70
8476750.0,0.38,beg,0.30
8476750.0,0.96,hospital,0.85
8476750.0,0.05,ready,0.05
8476750.0,0.9,please,0.30
8476750.0,0.9,meet,0.10
8476750.0,0.18,point,0.70
8476750.0,0.97,ball,0.90
8476750.0,0.9,plan,0.80
8476750.0,0.98,sleep,0.95
8476750.0,0.2,convinced,0.40
8476750.0,0.97,clap,0.15
8476750.0,0.99,smoke,0.10
8476750.0,0.09,good,0.00
8476805.0,0.55,convinced,0.40
8476805.0,0.04,couple,0.80
8476805.0,0.98,hospital,0.85
8476805.0,0.44,plan,0.80
8476805.0,0.5700000000000001,point,0.70
8476805.0,0.03,ready,0.05
8476805.0,0.37,please,0.30
8476805.0,0.84,sunglasses,0.85
8476805.0,0.98,ball,0.90
8476805.0,0.66,planning,0.60
8476805.0,0.91,risk,0.20
8476805.0,0.99,bomb,0.05
8476805.0,0.93,smoke,0.10
8476805.0,0.64,see,0.70
8476805.0,0.37,good,0.00
8476805.0,0.06,beg,0.30
8476805.0,0.88,meet,0.10
8476805.0,1.0,machine,0.90
8476805.0,0.87,gentlemen,0.10
8476805.0,1.0,clap,0.15
8476805.0,0.67,sleep,0.95
8477252.0,0.55,point,0.70
8477252.0,0.98,gentlemen,0.10
8477252.0,0.2,plan,0.80
8477252.0,0.86,risk,0.20
8477252.0,0.2,convinced,0.40
8477252.0,0.76,bomb,0.05
8477252.0,0.13,meet,0.10
8477252.0,0.06,ready,0.05
8477252.0,0.74,planning,0.60
8477252.0,0.97,smoke,0.10
8477252.0,0.97,see,0.70
8477252.0,0.99,sleep,0.95
8477252.0,0.97,hospital,0.85
8477252.0,0.01,couple,0.80
8477252.0,0.03,good,0.00
8477252.0,0.98,ball,0.90
8477252.0,0.02,please,0.30
8477252.0,0.55,sunglasses,0.85
8477252.0,0.9400000000000001,clap,0.15
8477252.0,0.22,beg,0.30
8477252.0,0.99,machine,0.90
8470505.0,0.8300000000000001,drink,0.20
8470505.0,0.71,sell,0.85
8470505.0,0.99,cripple,0.05
8470505.0,0.43,clap,0.15
8470505.0,1.0,workhouse,0.70
8470505.0,0.08,steal,0.10
8470505.0,0.15,hate,0.05
8470505.0,0.62,tell,0.7
8470505.0,0.18,indicted,0.80
8470505.0,0.9,stare,0.90
8470505.0,0.62,hall,0.10
8470505.0,0.8200000000000001,lying,0.85
8470505.0,1.0,van,0.8
8470505.0,1.0,pool,
8470505.0,0.86,hear,0.90
8470505.0,0.71,hit,0.15
8470505.0,0.07,fool,0.10
8470505.0,0.56,hand,0.70
8470505.0,0.59,dead,0.90
8470505.0,0.07,assistant,0.30
8470505.0,0.91,gun,0.20
8470516.0,0.86,workhouse,0.70
8470516.0,0.32,sell,0.85
8470516.0,0.76,pool,
8470516.0,0.32,hate,0.05
8470516.0,0.86,tell,0.7
8470516.0,1.0,cripple,0.05
8470516.0,0.63,dead,0.90
8470516.0,0.98,gun,0.20
8470516.0,0.7000000000000001,indicted,0.80
8470516.0,0.85,drink,0.20
8470516.0,0.9400000000000001,hall,0.10
8470516.0,1.0,lying,0.85
8470516.0,1.0,hear,0.90
8470516.0,0.79,fool,0.10
8470516.0,0.17,assistant,0.30
8470516.0,1.0,hit,0.15
8470516.0,1.0,stare,0.90
8470516.0,0.61,clap,0.15
8470516.0,1.0,van,0.8
8470516.0,0.35000000000000003,steal,0.10
8470516.0,0.28,hand,0.70
8470495.0,0.71,lying,0.85
8470495.0,0.76,drink,0.20
8470495.0,0.85,van,0.8
8470495.0,0.08,assistant,0.30
8470495.0,0.9500000000000001,cripple,0.05
8470495.0,0.1,fool,0.10
8470495.0,0.15,tell,0.7
8470495.0,0.08,indicted,0.80
8470495.0,0.06,dead,0.90
8470495.0,0.62,hear,0.90
8470495.0,0.02,hand,0.70
8470495.0,0.79,stare,0.90
8470495.0,0.01,hit,0.15
8470495.0,0.99,gun,0.20
8470495.0,0.34,sell,0.85
8470495.0,0.9400000000000001,pool,
8470495.0,0.05,steal,0.10
8470495.0,0.86,workhouse,0.70
8470495.0,0.0,clap,0.15
8470495.0,0.08,hall,0.10
8470495.0,0.09,hate,0.05
8470508.0,0.98,clap,0.15
8470508.0,0.67,steal,0.10
8470508.0,0.59,drink,0.20
8470508.0,0.97,hit,0.15
8470508.0,0.99,gun,0.20
8470508.0,0.93,stare,0.90
8470508.0,0.75,assistant,0.30
8470508.0,0.99,cripple,0.05
8470508.0,0.01,hall,0.10
8470508.0,0.01,hate,0.05
8470508.0,0.38,fool,0.10
8470508.0,0.01,dead,0.90
8470508.0,0.99,tell,0.7
8470508.0,0.99,pool,
8470508.0,0.01,sell,0.85
8470508.0,0.01,hand,0.70
8470508.0,0.98,lying,0.85
8470508.0,0.53,hear,0.90
8470508.0,1.0,van,0.8
8470508.0,1.0,workhouse,0.70
8470508.0,0.7000000000000001,indicted,0.80
8470494.0,0.6,sell,0.85
8470494.0,0.98,hear,0.90
8470494.0,0.39,indicted,0.80
8470494.0,0.04,drink,0.20
8470494.0,0.2,clap,0.15
8470494.0,0.51,gun,0.20
8470494.0,0.98,cripple,0.05
8470494.0,0.9,lying,0.85
8470494.0,0.79,workhouse,0.70
8470494.0,0.33,stare,0.90
8470494.0,0.39,hate,0.05
8470494.0,0.96,pool,
8470494.0,0.1,fool,0.10
8470494.0,0.01,steal,0.10
8470494.0,0.68,tell,0.7
8470494.0,0.07,assistant,0.30
8470494.0,0.93,van,0.8
8470494.0,0.08,hand,0.70
8470494.0,0.02,dead,0.90
8470494.0,0.01,hall,0.10
8470494.0,0.22,hit,0.15
8470529.0,0.8,gun,0.20
8470529.0,0.4,indicted,0.80
8470529.0,0.66,hate,0.05
8470529.0,0.25,steal,0.10
8470529.0,0.13,assistant,0.30
8470529.0,0.73,drink,0.20
8470529.0,0.24,fool,0.10
8470529.0,0.25,sell,0.85
8470529.0,0.64,hear,0.90
8470529.0,0.6900000000000001,cripple,0.05
8470529.0,0.88,van,0.8
8470529.0,0.2,clap,0.15
8470529.0,0.09,hall,0.10
8470529.0,0.4,hand,0.70
8470529.0,0.24,dead,0.90
8470529.0,0.29,stare,0.90
8470529.0,0.87,pool,
8470529.0,0.84,workhouse,0.70
8470529.0,0.66,tell,0.7
8470529.0,0.77,lying,0.85
8470529.0,0.27,hit,0.15
8470549.0,0.6,indicted,0.80
8470549.0,0.0,dead,0.90
8470549.0,0.66,stare,0.90
8470549.0,0.0,fool,0.10
8470549.0,0.0,hand,0.70
8470549.0,1.0,cripple,0.05
8470549.0,1.0,drink,0.20
8470549.0,1.0,van,0.8
8470549.0,0.0,steal,0.10
8470549.0,0.02,hit,0.15
8470549.0,0.01,clap,0.15
8470549.0,0.85,lying,0.85
8470549.0,0.9500000000000001,workhouse,0.70
8470549.0,0.62,sell,0.85
8470549.0,1.0,pool,
8470549.0,0.08,assistant,0.30
8470549.0,0.13,hear,0.90
8470549.0,0.18,hall,0.10
8470549.0,0.12,hate,0.05
8470549.0,0.96,gun,0.20
8470549.0,0.56,tell,0.7
8470539.0,0.39,indicted,0.80
8470539.0,0.67,drink,0.20
8470539.0,0.3,assistant,0.30
8470539.0,0.43,hate,0.05
8470539.0,1.0,van,0.8
8470539.0,1.0,cripple,0.05
8470539.0,0.0,dead,0.90
8470539.0,0.73,workhouse,0.70
8470539.0,0.09,hit,0.15
8470539.0,1.0,gun,0.20
8470539.0,1.0,pool,
8470539.0,0.27,hand,0.70
8470539.0,0.22,hall,0.10
8470539.0,0.6900000000000001,tell,0.7
8470539.0,0.73,fool,0.10
8470539.0,0.29,steal,0.10
8470539.0,0.74,lying,0.85
8470539.0,1.0,stare,0.90
8470539.0,0.8,hear,0.90
8470539.0,0.04,sell,0.85
8470539.0,0.04,clap,0.15
8470555.0,0.74,lying,0.85
8470555.0,0.01,steal,0.10
8470555.0,0.08,hear,0.90
8470555.0,0.35000000000000003,drink,0.20
8470555.0,0.15,assistant,0.30
8470555.0,0.14,hit,0.15
8470555.0,0.05,hand,0.70
8470555.0,0.9,pool,
8470555.0,0.09,sell,0.85
8470555.0,0.02,clap,0.15
8470555.0,0.05,stare,0.90
8470555.0,0.01,hall,0.10
8470555.0,0.99,gun,0.20
8470555.0,0.79,tell,0.7
8470555.0,0.32,workhouse,0.70
8470555.0,0.21,van,0.8
8470555.0,0.17,indicted,0.80
8470555.0,0.35000000000000003,dead,0.90
8470555.0,0.67,hate,0.05
8470555.0,0.84,cripple,0.05
8470555.0,0.08,fool,0.10
8470520.0,0.11,clap,0.15
8470520.0,0.99,pool,
8470520.0,0.15,hall,0.10
8470520.0,0.73,sell,0.85
8470520.0,0.68,tell,0.7
8470520.0,1.0,cripple,0.05
8470520.0,0.62,lying,0.85
8470520.0,0.11,fool,0.10
8470520.0,0.04,hand,0.70
8470520.0,0.71,hear,0.90
8470520.0,0.9,gun,0.20
8470520.0,0.62,hit,0.15
8470520.0,0.92,stare,0.90
8470520.0,0.9500000000000001,workhouse,0.70
8470520.0,0.0,assistant,0.30
8470520.0,0.76,drink,0.20
8470520.0,0.43,hate,0.05
8470520.0,0.07,dead,0.90
8470520.0,0.65,indicted,0.80
8470520.0,0.8300000000000001,van,0.8
8470520.0,0.0,steal,0.10
8470553.0,0.75,indicted,0.80
8470553.0,0.91,hear,0.90
8470553.0,0.63,sell,0.85
8470553.0,0.25,dead,0.90
8470553.0,0.88,lying,0.85
8470553.0,0.97,pool,
8470553.0,0.97,tell,0.7
8470553.0,0.99,stare,0.90
8470553.0,0.98,workhouse,0.70
8470553.0,0.97,gun,0.20
8470553.0,0.7000000000000001,steal,0.10
8470553.0,0.78,clap,0.15
8470553.0,0.56,hand,0.70
8470553.0,0.5,assistant,0.30
8470553.0,0.66,hit,0.15
8470553.0,0.93,hall,0.10
8470553.0,0.99,drink,0.20
8470553.0,0.97,van,0.8
8470553.0,0.98,hate,0.05
8470553.0,1.0,cripple,0.05
8470553.0,0.92,fool,0.10
8470571.0,0.12,hand,0.70
8470571.0,0.7000000000000001,drink,0.20
8470571.0,0.78,van,0.8
8470571.0,0.75,hear,0.90
8470571.0,0.3,dead,0.90
8470571.0,0.93,cripple,0.05
8470571.0,0.39,fool,0.10
8470571.0,0.9500000000000001,gun,0.20
8470571.0,0.9400000000000001,lying,0.85
8470571.0,0.31,hate,0.05
8470571.0,0.67,tell,0.7
8470571.0,0.15,hall,0.10
8470571.0,0.91,stare,0.90
8470571.0,0.25,clap,0.15
8470571.0,0.21,steal,0.10
8470571.0,0.58,sell,0.85
8470571.0,1.0,pool,
8470571.0,0.28,assistant,0.30
8470571.0,0.8,workhouse,0.70
8470571.0,0.4,indicted,0.80
8470571.0,0.61,hit,0.15
8470755.0,0.87,workhouse,0.70
8470755.0,0.58,hit,0.15
8470755.0,0.64,indicted,0.80
8470755.0,0.99,gun,0.20
8470755.0,0.6,hear,0.90
8470755.0,0.73,tell,0.7
8470755.0,0.68,dead,0.90
8470755.0,0.65,drink,0.20
8470755.0,0.3,clap,0.15
8470755.0,0.71,assistant,0.30
8470755.0,0.76,van,0.8
8470755.0,0.62,hate,0.05
8470755.0,0.6900000000000001,lying,0.85
8470755.0,0.9400000000000001,pool,
